path,size
QF_LIA/nec-smt/large/checkpass/prp-46-48.smt2,430812
QF_LIA/nec-smt/large/getoption_user/prp-9-47.smt2,426089
QF_LIA/nec-smt/large/getoption_user/prp-5-47.smt2,426042
QF_LIA/nec-smt/large/getoption_user/prp-13-47.smt2,425993
QF_LIA/nec-smt/large/getoption_user/prp-15-47.smt2,425991
QF_LIA/nec-smt/large/getoption_user/prp-8-47.smt2,425940
QF_LIA/nec-smt/large/getoption_user/prp-18-47.smt2,425839
QF_LIA/nec-smt/large/getoption_user/prp-22-47.smt2,425711
QF_LIA/nec-smt/large/getoption_user/prp-3-47.smt2,425658
QF_LIA/nec-smt/large/getoption_user/prp-26-47.smt2,425580
QF_LIA/nec-smt/large/getoption_user/prp-27-47.smt2,425542
QF_LIA/nec-smt/large/getoption_user/prp-43-47.smt2,425430
QF_LIA/nec-smt/large/getoption_user/prp-36-47.smt2,425428
QF_LIA/nec-smt/large/getoption_user/prp-42-47.smt2,425392
QF_LIA/nec-smt/large/getoption_user/prp-40-47.smt2,425392
QF_LIA/nec-smt/large/getoption_user/prp-45-47.smt2,425316
QF_LIA/nec-smt/large/getoption_user/prp-47-47.smt2,425278
QF_LIA/nec-smt/large/getoption_user/prp-46-47.smt2,425202
QF_LIA/nec-smt/large/getoption_user/prp-48-47.smt2,425164
QF_LIA/20220307-SMPT/Referendum-PT-1000/RC-01.smt2,425054
QF_LIA/tropical-matrix/constraint-517804.smt2,420540
QF_LIA/miplib2003/harp2.sat.smt2,418372
QF_LIA/20210219-Dartagnan/ReachSafety-Loops/benchmark02_linear-O0.smt2,418182
QF_LIA/arctic-matrix/constraint-487307.smt2,414326
QF_LIA/20220307-SMPT/Referendum-PT-1000/RC-04.smt2,412194
QF_LIA/mathsat/FISCHER10-10-fair.smt2,410071
QF_LIA/20220307-SMPT/Referendum-PT-1000/RC-06.smt2,409148
QF_LIA/mathsat/FISCHER11-9-fair.smt2,408526
QF_LIA/mathsat/FISCHER9-11-fair.smt2,403776
QF_LIA/20210219-Dartagnan/ReachSafety-Loops/in-de42-O0.smt2,403473
QF_LIA/nec-smt/large/getoption_directories/prp-7-50.smt2,403471
QF_LIA/nec-smt/large/getoption_directories/prp-9-50.smt2,403415
QF_LIA/nec-smt/large/getoption_directories/prp-10-50.smt2,403379
QF_LIA/nec-smt/large/getoption_directories/prp-13-50.smt2,403341
QF_LIA/nec-smt/large/user_is_in_group/prp-14-47.smt2,403022
QF_LIA/nec-smt/large/user_is_in_group/prp-3-47.smt2,402945
QF_LIA/nec-smt/large/user_is_in_group/prp-9-47.smt2,402938
QF_LIA/nec-smt/large/user_is_in_group/prp-23-47.smt2,402862
QF_LIA/20210219-Dartagnan/ReachSafety-Loops/in-de41-O0.smt2,402848
QF_LIA/nec-smt/large/user_is_in_group/prp-8-47.smt2,402785
QF_LIA/nec-smt/large/user_is_in_group/prp-4-47.smt2,402762
QF_LIA/nec-smt/large/user_is_in_group/prp-17-47.smt2,402672
QF_LIA/nec-smt/large/user_is_in_group/prp-18-47.smt2,402672
QF_LIA/nec-smt/large/user_is_in_group/prp-7-47.smt2,402583
QF_LIA/nec-smt/large/checkpass_pwd/prp-7-50.smt2,396309
QF_LIA/nec-smt/large/checkpass_pwd/prp-8-50.smt2,396309
QF_LIA/nec-smt/large/checkpass_pwd/prp-5-50.smt2,396309
QF_LIA/nec-smt/large/checkpass_pwd/prp-13-50.smt2,395937
QF_LIA/nec-smt/large/checkpass_pwd/prp-18-50.smt2,395925
QF_LIA/nec-smt/large/checkpass_pwd/prp-20-50.smt2,395925
QF_LIA/nec-smt/large/checkpass_pwd/prp-19-50.smt2,395925
QF_LIA/nec-smt/large/checkpass_pwd/prp-17-50.smt2,395799
QF_LIA/nec-smt/large/checkpass_pwd/prp-27-50.smt2,395795
QF_LIA/nec-smt/large/checkpass_pwd/prp-28-50.smt2,395795
QF_LIA/nec-smt/large/checkpass_pwd/prp-29-50.smt2,395757
QF_LIA/nec-smt/large/checkpass_pwd/prp-33-50.smt2,395719
QF_LIA/nec-smt/large/checkpass_pwd/prp-34-50.smt2,395681
QF_LIA/nec-smt/large/checkpass_pwd/prp-38-50.smt2,395597
QF_LIA/nec-smt/large/checkpass_pwd/prp-43-50.smt2,395467
QF_LIA/nec-smt/large/checkpass_pwd/prp-42-50.smt2,395467
QF_LIA/nec-smt/large/checkpass_pwd/prp-46-50.smt2,395421
QF_LIA/nec-smt/large/checkpass_pwd/prp-45-50.smt2,395421
QF_LIA/nec-smt/large/checkpass_pwd/prp-47-50.smt2,395383
QF_LIA/nec-smt/large/checkpass_pwd/prp-51-50.smt2,395255
QF_LIA/nec-smt/large/checkpass_pwd/prp-57-50.smt2,395071
QF_LIA/nec-smt/large/checkpass_pwd/prp-58-50.smt2,395071
QF_LIA/nec-smt/large/checkpass_pwd/prp-61-50.smt2,394997
QF_LIA/nec-smt/large/checkpass_pwd/prp-63-50.smt2,394935
QF_LIA/tropical-matrix/constraint-515686.smt2,393687
QF_LIA/nec-smt/large/getoption_user/prp-2-46.smt2,393649
QF_LIA/nec-smt/large/getoption_user/prp-6-46.smt2,393572
QF_LIA/nec-smt/large/getoption_user/prp-0-46.smt2,393530
QF_LIA/nec-smt/large/getoption_user/prp-12-46.smt2,393446
QF_LIA/nec-smt/large/getoption_user/prp-17-46.smt2,393410
QF_LIA/nec-smt/large/getoption_user/prp-16-46.smt2,393410
QF_LIA/nec-smt/large/getoption_user/prp-4-46.smt2,393275
QF_LIA/nec-smt/large/getoption_user/prp-19-46.smt2,393258
QF_LIA/nec-smt/large/getoption_user/prp-24-46.smt2,393218
QF_LIA/nec-smt/large/getoption_user/prp-23-46.smt2,393167
QF_LIA/nec-smt/large/getoption_user/prp-25-46.smt2,393167
QF_LIA/nec-smt/large/getoption_user/prp-22-46.smt2,393167
QF_LIA/nec-smt/large/getoption_user/prp-3-46.smt2,393113
QF_LIA/nec-smt/large/getoption_user/prp-1-46.smt2,393090
QF_LIA/nec-smt/large/getoption_user/prp-26-46.smt2,393037
QF_LIA/nec-smt/large/getoption_user/prp-32-46.smt2,393001
QF_LIA/nec-smt/large/getoption_user/prp-34-46.smt2,392961
QF_LIA/nec-smt/large/getoption_user/prp-38-46.smt2,392925
QF_LIA/nec-smt/large/getoption_user/prp-39-46.smt2,392925
QF_LIA/nec-smt/large/getoption_user/prp-37-46.smt2,392887
QF_LIA/nec-smt/large/getoption_user/prp-43-46.smt2,392887
QF_LIA/nec-smt/large/getoption_user/prp-36-46.smt2,392885
QF_LIA/nec-smt/large/getoption_user/prp-42-46.smt2,392849
QF_LIA/nec-smt/large/getoption_user/prp-44-46.smt2,392811
QF_LIA/nec-smt/large/getoption_user/prp-50-46.smt2,392657
QF_LIA/nec-smt/large/getoption_user/prp-48-46.smt2,392621
QF_LIA/nec-smt/large/checkpass/prp-8-47.smt2,391978
QF_LIA/nec-smt/large/checkpass/prp-6-47.smt2,391975
QF_LIA/nec-smt/large/checkpass/prp-7-47.smt2,391860
QF_LIA/nec-smt/large/checkpass/prp-14-47.smt2,391820
QF_LIA/nec-smt/large/checkpass/prp-10-47.smt2,391812
QF_LIA/nec-smt/large/checkpass/prp-11-47.smt2,391812
QF_LIA/nec-smt/large/checkpass/prp-16-47.smt2,391774
QF_LIA/nec-smt/large/checkpass/prp-17-47.smt2,391774
QF_LIA/nec-smt/large/checkpass/prp-19-47.smt2,391774
QF_LIA/nec-smt/large/checkpass/prp-5-47.smt2,391754
QF_LIA/nec-smt/large/checkpass/prp-3-47.smt2,391753
QF_LIA/nec-smt/large/checkpass/prp-15-47.smt2,391736
QF_LIA/nec-smt/large/checkpass/prp-1-47.smt2,391716
QF_LIA/nec-smt/large/checkpass/prp-20-47.smt2,391646
QF_LIA/nec-smt/large/checkpass/prp-22-47.smt2,391597
QF_LIA/nec-smt/large/checkpass/prp-21-47.smt2,391419
QF_LIA/nec-smt/large/checkpass/prp-35-47.smt2,391267
QF_LIA/nec-smt/large/checkpass/prp-34-47.smt2,391267
QF_LIA/nec-smt/large/checkpass/prp-29-47.smt2,391265
QF_LIA/nec-smt/large/checkpass/prp-37-47.smt2,391191
QF_LIA/nec-smt/large/checkpass/prp-36-47.smt2,391191
QF_LIA/nec-smt/large/checkpass/prp-42-47.smt2,391171
QF_LIA/nec-smt/large/checkpass/prp-41-47.smt2,391171
QF_LIA/nec-smt/large/checkpass/prp-44-47.smt2,391171
QF_LIA/nec-smt/large/checkpass/prp-45-47.smt2,391161
QF_LIA/20220307-SMPT/Referendum-PT-1000/RF-08.smt2,387583
QF_LIA/20220307-SMPT/Referendum-PT-1000/RC-13.smt2,387480
QF_LIA/20220307-SMPT/Referendum-PT-1000/RF-15.smt2,387450
QF_LIA/20220307-SMPT/Referendum-PT-1000/RF-14.smt2,387421
QF_LIA/20220307-SMPT/Referendum-PT-1000/RF-09.smt2,387415
QF_LIA/20220307-SMPT/Referendum-PT-1000/RF-12.smt2,387414
QF_LIA/20220307-SMPT/Referendum-PT-1000/RC-07.smt2,387378
QF_LIA/tropical-matrix/constraint-479884.smt2,385836
QF_LIA/nec-smt/large/getoption_directories/prp-9-49.smt2,385036
QF_LIA/nec-smt/large/checkpass_pwd/prp-7-49.smt2,378566
QF_LIA/nec-smt/large/checkpass_pwd/prp-4-49.smt2,378520
QF_LIA/tropical-matrix/constraint-495763.smt2,378288
QF_LIA/nec-smt/large/checkpass_pwd/prp-13-49.smt2,378194
QF_LIA/nec-smt/large/checkpass_pwd/prp-20-49.smt2,378182
QF_LIA/nec-smt/large/checkpass_pwd/prp-19-49.smt2,378182
QF_LIA/nec-smt/large/checkpass_pwd/prp-25-49.smt2,378090
QF_LIA/nec-smt/large/checkpass_pwd/prp-16-49.smt2,378056
QF_LIA/nec-smt/large/checkpass_pwd/prp-17-49.smt2,378056
QF_LIA/nec-smt/large/checkpass_pwd/prp-27-49.smt2,378052
QF_LIA/nec-smt/large/checkpass_pwd/prp-28-49.smt2,378052
QF_LIA/nec-smt/large/checkpass_pwd/prp-30-49.smt2,378014
QF_LIA/nec-smt/large/checkpass_pwd/prp-29-49.smt2,378014
QF_LIA/nec-smt/large/checkpass_pwd/prp-33-49.smt2,377976
QF_LIA/nec-smt/large/checkpass_pwd/prp-38-49.smt2,377854
QF_LIA/nec-smt/large/checkpass_pwd/prp-39-49.smt2,377808
QF_LIA/nec-smt/large/checkpass_pwd/prp-43-49.smt2,377724
QF_LIA/nec-smt/large/checkpass_pwd/prp-44-49.smt2,377678
QF_LIA/nec-smt/large/checkpass_pwd/prp-47-49.smt2,377640
QF_LIA/nec-smt/large/checkpass_pwd/prp-48-49.smt2,377640
QF_LIA/nec-smt/large/checkpass_pwd/prp-50-49.smt2,377556
QF_LIA/nec-smt/large/checkpass_pwd/prp-51-49.smt2,377510
QF_LIA/nec-smt/large/checkpass_pwd/prp-52-49.smt2,377466
QF_LIA/nec-smt/large/checkpass_pwd/prp-54-49.smt2,377418
QF_LIA/nec-smt/large/checkpass_pwd/prp-55-49.smt2,377374
QF_LIA/nec-smt/large/user_is_in_group/prp-6-46.smt2,376940
QF_LIA/nec-smt/large/user_is_in_group/prp-14-46.smt2,376903
QF_LIA/nec-smt/large/user_is_in_group/prp-10-46.smt2,376895
QF_LIA/nec-smt/large/user_is_in_group/prp-1-46.smt2,376725
QF_LIA/nec-smt/large/user_is_in_group/prp-2-46.smt2,376685
QF_LIA/nec-smt/large/user_is_in_group/prp-8-46.smt2,376666
QF_LIA/nec-smt/large/user_is_in_group/prp-18-46.smt2,376553
QF_LIA/nec-smt/large/user_is_in_group/prp-17-46.smt2,376553
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N050/RF-04.smt2,373676
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N050/RC-07.smt2,373665
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N010/RF-03.smt2,373655
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N150/RC-01.smt2,373636
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N150/RF-00.smt2,373606
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N050/RF-05.smt2,373606
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N100/RC-06.smt2,373595
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N150/RC-12.smt2,373575
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N050/RF-15.smt2,373571
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N010/RF-12.smt2,373569
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N010/RC-13.smt2,373566
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N150/RF-10.smt2,373553
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N050/RC-01.smt2,373552
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N100/RF-03.smt2,373552
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N150/RC-08.smt2,373550
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N010/RF-04.smt2,373545
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N050/RF-12.smt2,373545
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N150/RC-10.smt2,373541
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N150/RF-01.smt2,373541
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N100/RF-13.smt2,373541
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N150/RC-09.smt2,373524
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N010/RC-05.smt2,373523
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N050/RF-00.smt2,373519
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N010/RC-12.smt2,373514
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N100/RC-12.smt2,373510
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N100/RF-09.smt2,373509
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N100/RC-02.smt2,373509
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N150/RC-04.smt2,373508
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N010/RC-15.smt2,373507
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N100/RC-14.smt2,373506
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N010/RC-06.smt2,373505
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N050/RC-11.smt2,373501
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N100/RF-04.smt2,373499
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N100/RF-12.smt2,373497
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N010/RF-14.smt2,373491
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N050/RC-05.smt2,373490
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N150/RC-06.smt2,373485
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N100/RF-08.smt2,373481
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N100/RF-07.smt2,373472
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N010/RF-05.smt2,373468
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N050/RF-13.smt2,373466
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N010/RC-08.smt2,373465
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N050/RC-02.smt2,373464
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N010/RF-08.smt2,373462
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N150/RF-12.smt2,373461
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N150/RC-03.smt2,373454
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N100/RC-15.smt2,373454
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N010/RC-02.smt2,373453
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N050/RC-06.smt2,373453
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N100/RC-01.smt2,373450
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N010/RC-07.smt2,373449
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N010/RF-06.smt2,373449
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N050/RF-06.smt2,373449
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N010/RF-01.smt2,373448
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N100/RC-10.smt2,373438
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N100/RF-10.smt2,373438
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N100/RC-09.smt2,373438
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N010/RC-04.smt2,373437
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N010/RF-15.smt2,373437
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N050/RF-14.smt2,373437
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N050/RF-01.smt2,373437
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N050/RC-12.smt2,373437
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N150/RC-13.smt2,373436
QF_LIA/20220307-SMPT/Diffusion2D-PT-D50N050/RF-09.smt2,373436
QF_LIA/20210219-Dartagnan/ReachSafety-Loops/nested6-O0.smt2,373435
QF_LIA/2019-ezsmt/incrementalScheduling/170-incremental_scheduling-18108-0.smt2,372859
QF_LIA/nec-smt/large/bftpd_login/prp-38-43.smt2,370372
QF_LIA/nec-smt/large/bftpd_login/prp-39-43.smt2,370344
QF_LIA/2019-ezsmt/incrementalScheduling/140-incremental_scheduling-18576-0.smt2,368231
QF_LIA/nec-smt/large/getoption_directories/prp-5-48.smt2,366881
QF_LIA/nec-smt/large/getoption_directories/prp-7-48.smt2,366713
QF_LIA/nec-smt/large/getoption_directories/prp-9-48.smt2,366657
QF_LIA/nec-smt/large/getoption_directories/prp-12-48.smt2,366621
QF_LIA/nec-smt/large/getoption_directories/prp-13-48.smt2,366583
QF_LIA/nec-smt/large/checkpass_pwd/prp-7-48.smt2,360915
QF_LIA/nec-smt/large/checkpass_pwd/prp-8-48.smt2,360915
QF_LIA/nec-smt/large/checkpass_pwd/prp-5-48.smt2,360915
QF_LIA/nec-smt/large/checkpass_pwd/prp-4-48.smt2,360869
QF_LIA/nec-smt/large/checkpass_pwd/prp-13-48.smt2,360543
QF_LIA/nec-smt/large/checkpass_pwd/prp-19-48.smt2,360531
QF_LIA/nec-smt/large/checkpass_pwd/prp-14-48.smt2,360476
QF_LIA/nec-smt/large/checkpass_pwd/prp-24-48.smt2,360439
QF_LIA/nec-smt/large/checkpass_pwd/prp-17-48.smt2,360405
QF_LIA/nec-smt/large/checkpass_pwd/prp-33-48.smt2,360325
QF_LIA/nec-smt/large/checkpass_pwd/prp-36-48.smt2,360249
QF_LIA/nec-smt/large/checkpass_pwd/prp-38-48.smt2,360203
QF_LIA/nec-smt/large/checkpass_pwd/prp-42-48.smt2,360073
QF_LIA/nec-smt/large/checkpass_pwd/prp-44-48.smt2,360027
QF_LIA/nec-smt/large/checkpass_pwd/prp-45-48.smt2,360027
QF_LIA/nec-smt/large/checkpass_pwd/prp-37-48.smt2,359989
QF_LIA/nec-smt/large/checkpass_pwd/prp-52-48.smt2,359815
QF_LIA/nec-smt/large/checkpass_pwd/prp-56-48.smt2,359723
QF_LIA/nec-smt/large/checkpass_pwd/prp-58-48.smt2,359695
QF_LIA/nec-smt/large/checkpass_pwd/prp-57-48.smt2,359695
QF_LIA/nec-smt/large/checkpass_pwd/prp-59-48.smt2,359633
QF_LIA/Averest/parallel_prefix_sum/ParallelPrefixSum_safe_bgmc006.smt2,358896
QF_LIA/mathsat/FISCHER8-11-fair.smt2,357368
QF_LIA/nec-smt/large/checkpass/prp-6-46.smt2,353771
QF_LIA/nec-smt/large/checkpass/prp-4-46.smt2,353742
QF_LIA/pb2010/normalized-j308_1-unsat.smt2,353694
QF_LIA/nec-smt/large/checkpass/prp-11-46.smt2,353608
QF_LIA/nec-smt/large/checkpass/prp-10-46.smt2,353608
QF_LIA/nec-smt/large/checkpass/prp-18-46.smt2,353570
QF_LIA/nec-smt/large/checkpass/prp-17-46.smt2,353570
QF_LIA/nec-smt/large/checkpass/prp-19-46.smt2,353570
QF_LIA/nec-smt/large/checkpass/prp-5-46.smt2,353549
QF_LIA/nec-smt/large/checkpass/prp-15-46.smt2,353532
QF_LIA/nec-smt/large/checkpass/prp-1-46.smt2,353511
QF_LIA/nec-smt/large/checkpass/prp-20-46.smt2,353442
QF_LIA/nec-smt/large/checkpass/prp-12-46.smt2,353418
QF_LIA/nec-smt/large/checkpass/prp-22-46.smt2,353394
QF_LIA/nec-smt/large/checkpass/prp-27-46.smt2,353063
QF_LIA/nec-smt/large/checkpass/prp-35-46.smt2,353063
QF_LIA/nec-smt/large/checkpass/prp-34-46.smt2,353063
QF_LIA/nec-smt/large/checkpass/prp-25-46.smt2,353053
QF_LIA/nec-smt/large/checkpass/prp-32-46.smt2,353025
QF_LIA/nec-smt/large/checkpass/prp-31-46.smt2,353025
QF_LIA/nec-smt/large/checkpass/prp-40-46.smt2,353005
QF_LIA/nec-smt/large/checkpass/prp-38-46.smt2,353005
QF_LIA/nec-smt/large/checkpass/prp-39-46.smt2,353005
QF_LIA/nec-smt/large/checkpass/prp-44-46.smt2,352944
QF_LIA/20210219-Dartagnan/ReachSafety-Loops/apache-escape-absolute.i.v+cfa-reducer-O0.smt2,350261
QF_LIA/2019-cmodelsdiff/hamiltonianCircuit/18.lp.smt2,349151
QF_LIA/nec-smt/large/getoption_directories/prp-5-47.smt2,348504
QF_LIA/nec-smt/large/getoption_directories/prp-7-47.smt2,348335
QF_LIA/nec-smt/large/getoption_directories/prp-9-47.smt2,348279
QF_LIA/nec-smt/large/getoption_directories/prp-11-47.smt2,348243
QF_LIA/nec-smt/large/getoption_directories/prp-6-47.smt2,348213
QF_LIA/nec-smt/large/getoption_directories/prp-13-47.smt2,348205
QF_LIA/2019-cmodelsdiff/hamiltonianCircuit/0.lp.smt2,346153
QF_LIA/nec-smt/large/checkpass_pwd/prp-7-47.smt2,343635
QF_LIA/nec-smt/large/checkpass_pwd/prp-5-47.smt2,343635
QF_LIA/nec-smt/large/checkpass_pwd/prp-4-47.smt2,343589
QF_LIA/nec-smt/large/checkpass_pwd/prp-13-47.smt2,343263
QF_LIA/nec-smt/large/checkpass_pwd/prp-18-47.smt2,343251
QF_LIA/nec-smt/large/checkpass_pwd/prp-14-47.smt2,343197
QF_LIA/nec-smt/large/checkpass_pwd/prp-24-47.smt2,343159
QF_LIA/nec-smt/large/checkpass_pwd/prp-27-47.smt2,343121
QF_LIA/nec-smt/large/checkpass_pwd/prp-28-47.smt2,343121
QF_LIA/nec-smt/large/checkpass_pwd/prp-30-47.smt2,343083
QF_LIA/nec-smt/large/checkpass_pwd/prp-29-47.smt2,343083
QF_LIA/nec-smt/large/checkpass_pwd/prp-38-47.smt2,342923
QF_LIA/nec-smt/large/checkpass_pwd/prp-40-47.smt2,342839
QF_LIA/nec-smt/large/checkpass_pwd/prp-42-47.smt2,342793
QF_LIA/nec-smt/large/checkpass_pwd/prp-41-47.smt2,342793
QF_LIA/nec-smt/large/checkpass_pwd/prp-35-47.smt2,342755
QF_LIA/nec-smt/large/checkpass_pwd/prp-46-47.smt2,342747
QF_LIA/nec-smt/large/checkpass_pwd/prp-45-47.smt2,342747
QF_LIA/nec-smt/large/checkpass_pwd/prp-44-47.smt2,342747
QF_LIA/nec-smt/large/checkpass_pwd/prp-37-47.smt2,342711
QF_LIA/nec-smt/large/checkpass_pwd/prp-48-47.smt2,342709
QF_LIA/nec-smt/large/checkpass_pwd/prp-49-47.smt2,342671
QF_LIA/arctic-matrix/constraint-449698.smt2,342570
QF_LIA/nec-smt/large/checkpass_pwd/prp-53-47.smt2,342489
QF_LIA/nec-smt/large/checkpass_pwd/prp-56-47.smt2,342469
QF_LIA/2019-cmodelsdiff/hamiltonianCircuit/11.lp.smt2,340025
QF_LIA/mathsat/FISCHER7-12-fair.smt2,339958
QF_LIA/2019-cmodelsdiff/hamiltonianCircuit/46.lp.smt2,339161
QF_LIA/2019-cmodelsdiff/hamiltonianCircuit/37.lp.smt2,338852
QF_LIA/arctic-matrix/constraint-415996.smt2,337943
QF_LIA/arctic-matrix/constraint-440125.smt2,335183
QF_LIA/tropical-matrix/constraint-416752.smt2,334867
QF_LIA/2019-cmodelsdiff/hamiltonianCircuit/10.lp.smt2,332615
QF_LIA/2019-cmodelsdiff/hamiltonianCircuit/34.lp.smt2,330134
QF_LIA/nec-smt/large/getoption_directories/prp-5-46.smt2,330127
QF_LIA/nec-smt/large/getoption_directories/prp-8-46.smt2,329901
QF_LIA/nec-smt/large/getoption_directories/prp-11-46.smt2,329865
QF_LIA/nec-smt/large/getoption_directories/prp-6-46.smt2,329835
QF_LIA/nec-smt/large/getoption_directories/prp-13-46.smt2,329827
QF_LIA/nec-smt/large/getoption_group/prp-6-50.smt2,329480
QF_LIA/nec-smt/large/getoption_group/prp-9-50.smt2,329442
QF_LIA/nec-smt/large/getoption_group/prp-16-50.smt2,329358
QF_LIA/nec-smt/large/getoption_group/prp-18-50.smt2,329358
QF_LIA/nec-smt/large/getoption_group/prp-21-50.smt2,329320
QF_LIA/nec-smt/large/getoption_group/prp-20-50.smt2,329320
QF_LIA/nec-smt/large/getoption_group/prp-23-50.smt2,329320
QF_LIA/nec-smt/large/getoption_group/prp-14-50.smt2,329282
QF_LIA/nec-smt/large/getoption_group/prp-19-50.smt2,329282
QF_LIA/nec-smt/large/getoption_group/prp-24-50.smt2,329244
QF_LIA/nec-smt/large/getoption_group/prp-27-50.smt2,329208
QF_LIA/nec-smt/large/getoption_group/prp-8-50.smt2,329138
QF_LIA/nec-smt/large/getoption_group/prp-32-50.smt2,329130
QF_LIA/nec-smt/large/getoption_group/prp-0-50.smt2,329103
QF_LIA/2019-cmodelsdiff/hamiltonianCircuit/3.lp.smt2,329059
QF_LIA/nec-smt/large/getoption_group/prp-25-50.smt2,329056
QF_LIA/nec-smt/large/getoption_group/prp-29-50.smt2,329056
QF_LIA/nec-smt/large/getoption_group/prp-35-50.smt2,329055
QF_LIA/nec-smt/large/getoption_group/prp-37-50.smt2,329017
QF_LIA/nec-smt/large/getoption_group/prp-39-50.smt2,328981
QF_LIA/nec-smt/large/getoption_group/prp-38-50.smt2,328979
QF_LIA/nec-smt/large/getoption_group/prp-13-50.smt2,328978
QF_LIA/nec-smt/large/getoption_group/prp-41-50.smt2,328943
QF_LIA/nec-smt/large/getoption_group/prp-48-50.smt2,328903
QF_LIA/nec-smt/large/getoption_group/prp-51-50.smt2,328829
QF_LIA/nec-smt/large/getoption_group/prp-54-50.smt2,328791
QF_LIA/nec-smt/large/getoption_group/prp-55-50.smt2,328791
QF_LIA/nec-smt/large/getoption_group/prp-56-50.smt2,328791
QF_LIA/nec-smt/large/getoption_group/prp-61-50.smt2,328789
QF_LIA/mathsat/FISCHER10-8-fair.smt2,328760
QF_LIA/nec-smt/large/getoption_group/prp-57-50.smt2,328753
QF_LIA/nec-smt/large/getoption_group/prp-58-50.smt2,328753
QF_LIA/nec-smt/large/getoption_group/prp-60-50.smt2,328753
QF_LIA/nec-smt/large/getoption_group/prp-67-50.smt2,328715
QF_LIA/nec-smt/large/getoption_group/prp-62-50.smt2,328715
QF_LIA/nec-smt/large/getoption_group/prp-75-50.smt2,328677
QF_LIA/nec-smt/large/getoption_group/prp-65-50.smt2,328677
QF_LIA/nec-smt/large/getoption_group/prp-81-50.smt2,328657
QF_LIA/nec-smt/large/getoption_group/prp-69-50.smt2,328657
QF_LIA/nec-smt/large/getoption_group/prp-68-50.smt2,328657
QF_LIA/nec-smt/large/getoption_group/prp-76-50.smt2,328596
