benchmark,selected
QF_NRA/meti-tarski/cbrt/3/cbrt-problem-3-chunk-0079.smt2,SMT-RAT
QF_NRA/meti-tarski/atan/problem/2/weakT/atan-problem-2-weakT-chunk-0010.smt2,SMT-RAT
QF_NRA/20170501-Heizmann-UltimateInvariantSynthesis/standard_copy4_ground.i_3_2_2.bpl_5.smt2,SMT-RAT
QF_NRA/20220314-Uncu/Rational_Function_Proof_Calls_With_Disjunctive_Denominator_Simplifications/DDC_ProveIneq_ISSAC05_LevinRHSc.smt2,Yices2
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0180.smt2,SMT-RAT
QF_NRA/meti-tarski/atan/vega/3/weak/atan-vega-3-weak-chunk-0372.smt2,SMT-RAT
QF_NRA/hycomp/ball_count_2d_slope.10.seq_lazy_linear_enc_lemmas_global_5.smt2,cvc5
QF_NRA/meti-tarski/atan/vega/3/atan-vega-3-chunk-0069.smt2,SMT-RAT
QF_NRA/hycomp/ball_count_2d_hill.10.seq_lazy_global_10.smt2,cvc5
QF_NRA/20200911-Pine/1599121977963106000.smt2,SMT-RAT
QF_NRA/hycomp/ball_count_2d_hill_simple.04.seq_lazy_linear_enc_lemmas_global_13.smt2,Yices2
QF_NRA/meti-tarski/atan/vega/3/weak/atan-vega-3-weak-chunk-0557.smt2,SMT-RAT
QF_NRA/meti-tarski/sqrt/1mcosq/7/sqrt-1mcosq-7-chunk-0081.smt2,SMT-RAT
QF_NRA/20200911-Pine/1599121903279162000.smt2,SMT-RAT
QF_NRA/hycomp/ball_count_2d_hill_simple.02.redlog_global_15.smt2,Yices2
QF_NRA/20161105-Sturm-MBO/mbo_E2E19.smt2,Yices2
QF_NRA/meti-tarski/sin/344/3/sin-344-3-chunk-0041.smt2,SMT-RAT
QF_NRA/hycomp/ball_count_2d_hill.01.seq_lazy_lemmas_global_9.smt2,cvc5
QF_NRA/hycomp/ball_count_2d_hill.03.seq_lazy_global_13.smt2,cvc5
QF_NRA/20220314-Uncu/Rational_Function_Proof_Calls_With_Disjunctive_Denominator_Simplifications/DDC_ProveIneq_ISSAC05_LevinLHS.smt2,Yices2
QF_NRA/meti-tarski/atan/vega/3/atan-vega-3-chunk-0354.smt2,SMT-RAT
QF_NRA/meti-tarski/exp/problem/10/3/exp-problem-10-3-chunk-0173.smt2,SMT-RAT
QF_NRA/hycomp/ball_count_2d_plain.03.seq_lazy_global_13.smt2,Yices2
QF_NRA/meti-tarski/sin/problem/7/sin-problem-7-chunk-0103.smt2,SMT-RAT
QF_NRA/hycomp/ball_count_1d_plain.10.seq_lazy_linear_enc_global_8.smt2,Yices2
QF_NRA/hycomp/ball_count_1d_plain.05.seq_lazy_lemmas_global_9.smt2,Yices2
QF_NRA/meti-tarski/Chua/1/VC2/U/Chua-1-VC2-U-chunk-0036.smt2,Yices2
QF_NRA/20161105-Sturm-MBO/mbo_E5E22.smt2,Yices2
QF_NRA/meti-tarski/atan/problem/2/weak2/atan-problem-2-weak2-chunk-0067.smt2,SMT-RAT
QF_NRA/meti-tarski/sin/problem/7/weak2/sin-problem-7-weak2-chunk-0097.smt2,SMT-RAT
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0676.smt2,SMT-RAT
QF_NRA/meti-tarski/exp/problem/10/2/exp-problem-10-2-chunk-0304.smt2,SMT-RAT
QF_NRA/LassoRanker/CooperatingT2/sudoku.t2.c_Iteration2_Loop_4-pieceTemplate.smt2,cvc5
QF_NRA/20161105-Sturm-MBO/mbo_E2E11.smt2,Yices2
QF_NRA/20161105-Sturm-MBO/mbo_E22E28.smt2,Yices2
QF_NRA/hycomp/ball_count_1d_plain.02.seq_lazy_global_10.smt2,Yices2
QF_NRA/LassoRanker/CooperatingT2/bubblesort_inner_loop.t2.c_Iteration1_Loop_3-pieceTemplate.smt2,Z3-alpha
QF_NRA/meti-tarski/exp/problem/10/3/weak/exp-problem-10-3-weak-chunk-0084.smt2,SMT-RAT
QF_NRA/meti-tarski/atan/problem/2/atan-problem-2-chunk-0024.smt2,SMT-RAT
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0185.smt2,SMT-RAT
QF_NRA/hycomp/ball_count_2d_hill_simple.04.seq_lazy_lemmas_global_10.smt2,Yices2
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0565.smt2,SMT-RAT
QF_NRA/20161105-Sturm-MBO/mbo_E13E21.smt2,Yices2
QF_NRA/20161105-Sturm-MBO/mbo_E1E12.smt2,Yices2
QF_NRA/hycomp/ball_count_2d_hill_simple.05.seq_lazy_linear_enc_global_15.smt2,Yices2
QF_NRA/meti-tarski/atan/problem/2/weak2/atan-problem-2-weak2-chunk-0114.smt2,SMT-RAT
QF_NRA/hycomp/ball_count_2d_plain.04.seq_lazy_global_15.smt2,Yices2
QF_NRA/meti-tarski/exp/problem/10/2/exp-problem-10-2-chunk-0123.smt2,SMT-RAT
QF_NRA/meti-tarski/atan/vega/3/weak/atan-vega-3-weak-chunk-0342.smt2,SMT-RAT
QF_NRA/meti-tarski/polypaver/bench-sqrt-3d/polypaver-bench-sqrt-3d-chunk-0389.smt2,SMT-RAT
QF_NRA/hycomp/ball_count_1d_plain.01.redlog_global_10.smt2,Yices2
QF_NRA/hycomp/simple_ballistics_reach.01.seq_lazy_global_5.smt2,SMT-RAT
QF_NRA/meti-tarski/polypaver/bench-exp-3d/polypaver-bench-exp-3d-chunk-0130.smt2,SMT-RAT
QF_NRA/hycomp/ball_count_2d_plain.03.seq_lazy_linear_enc_lemmas_global_5.smt2,Yices2
QF_NRA/hycomp/ball_count_2d_slope.02.seq_lazy_lemmas_global_6.smt2,cvc5
QF_NRA/20161105-Sturm-MBO/mbo_E17E25.smt2,Yices2
QF_NRA/hycomp/ball_count_2d_hill_simple.04.seq_lazy_linear_enc_lemmas_global_4.smt2,Yices2
QF_NRA/20211101-Geogebra/Square-Diagonal_Side.smt2,Yices2
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0119.smt2,SMT-RAT
QF_NRA/20200911-Pine/1599122160430013000.smt2,SMT-RAT
QF_NRA/meti-tarski/atan/vega/3/weak/atan-vega-3-weak-chunk-0344.smt2,SMT-RAT
QF_NRA/zankl/matrix-5-all-8.smt2,SMTInterpol
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0371.smt2,SMT-RAT
QF_NRA/20161105-Sturm-MBO/mbo_E3E17.smt2,Yices2
QF_NRA/hycomp/ball_count_2d_slope.04.seq_lazy_linear_enc_global_12.smt2,cvc5
QF_NRA/hycomp/ball_count_2d_slope.05.seq_lazy_linear_enc_global_14.smt2,cvc5
QF_NRA/hycomp/ball_count_2d_hill_simple.03.seq_lazy_linear_enc_lemmas_global_10.smt2,Yices2
QF_NRA/meti-tarski/Chua/2/IL/L/Chua-2-IL-L-chunk-0082.smt2,SMT-RAT
QF_NRA/meti-tarski/exp/problem/10/2/exp-problem-10-2-chunk-0256.smt2,SMT-RAT
QF_NRA/meti-tarski/atan/vega/3/atan-vega-3-chunk-0582.smt2,SMT-RAT
QF_NRA/20220314-Uncu/Polynomial_Proof_Calls/ProveIneq_AmerMathMonthly_vol125no10_p922c.smt2,Yices2
QF_NRA/hycomp/ball_count_2d_hill_simple.02.redlog_global_11.smt2,Yices2
QF_NRA/hycomp/ball_count_1d_plain.02.seq_lazy_linear_enc_global_4.smt2,Yices2
QF_NRA/zankl/gen-18.smt2,Yices2
QF_NRA/20161105-Sturm-MBO/mbo_E9E27.smt2,Yices2
QF_NRA/LassoRanker/CooperatingT2/firewire.t2.c_Iteration3_Loop_3-pieceTemplate.smt2,Z3-alpha
QF_NRA/hycomp/ball_count_2d_hill.10.seq_lazy_linear_enc_lemmas_global_9.smt2,cvc5
QF_NRA/meti-tarski/sqrt/1mcosq/7/sqrt-1mcosq-7-chunk-0172.smt2,SMT-RAT
QF_NRA/meti-tarski/Nichols-Plot/Inverted-Pendulum/Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0078.smt2,SMT-RAT
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0141.smt2,SMT-RAT
QF_NRA/20161105-Sturm-MBO/mbo_E21E28.smt2,Yices2
QF_NRA/meti-tarski/atan/vega/3/atan-vega-3-chunk-0341.smt2,SMT-RAT
QF_NRA/hycomp/ball_count_1d_plain.01.seq_lazy_lemmas_global_2.smt2,Yices2
QF_NRA/LassoRanker/CooperatingT2/sas2.t2.c_Iteration7_Lasso_3-pieceTemplate.smt2,Z3-alpha
QF_NRA/meti-tarski/exp/problem/10/3/weak/exp-problem-10-3-weak-chunk-0113.smt2,SMT-RAT
QF_NRA/20170501-Heizmann-UltimateInvariantSynthesis/cggmp2005_variant.c.i_3_3_2.bpl_5.smt2,Z3-alpha
QF_NRA/20180501-Economics-Mulligan/MulliganEconomicsModel0085e.smt2,Yices2
QF_NRA/hycomp/ball_count_2d_hill.03.seq_lazy_linear_enc_lemmas_global_8.smt2,cvc5
QF_NRA/meti-tarski/sqrt/problem/sqrt-problem-Melquiond2-chunk-0071.smt2,SMT-RAT
QF_NRA/meti-tarski/Chua/2/VC2/U/Chua-2-VC2-U-chunk-0052.smt2,SMT-RAT
QF_NRA/meti-tarski/sin/problem/7/weak/sin-problem-7-weak-chunk-0127.smt2,SMT-RAT
QF_NRA/UltimateAutomizer/InVarSynth_Elevator.bpl_Iteration1_0.smt2,Z3-alpha
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0282.smt2,SMT-RAT
QF_NRA/hycomp/ball_count_2d_slope.03.seq_lazy_linear_enc_lemmas_global_9.smt2,cvc5
QF_NRA/meti-tarski/atan/vega/3/atan-vega-3-chunk-0372.smt2,SMT-RAT
QF_NRA/hycomp/ball_count_1d_plain.03.qfree_global_14.smt2,Yices2
QF_NRA/LassoRanker/SV-COMP/LeeJonesBen-Amram-2001POPL-Ex5_true-termination.c_Iteration2_Lasso_6-nestedTemplate.smt2,Z3-alpha
QF_NRA/hycomp/ball_count_2d_plain.02.seq_lazy_lemmas_global_4.smt2,Yices2
QF_NRA/meti-tarski/exp/problem/10/3/exp-problem-10-3-chunk-0121.smt2,SMT-RAT
QF_NRA/meti-tarski/sqrt/1mcosq/7/sqrt-1mcosq-7-chunk-0094.smt2,SMT-RAT
QF_NRA/20240407-pPDA-Chiari-Pontiggia-Winkler/certificate_no_hints/escape25_POMC_no_hints.smt2,Z3-alpha
QF_NRA/hycomp/ball_count_2d_hill.03.seq_lazy_lemmas_global_5.smt2,cvc5
QF_NRA/meti-tarski/atan/vega/3/atan-vega-3-chunk-0432.smt2,SMT-RAT
QF_NRA/hycomp/etcs_braking_2.01.qfree_global_13.smt2,cvc5
QF_NRA/hycomp/ball_count_1d_plain.10.seq_lazy_global_14.smt2,Yices2
QF_NRA/LassoRanker/CooperatingT2/wrong_loop.t2.c_Iteration1_Loop_4-pieceTemplate.smt2,cvc5
QF_NRA/zankl/matrix-1-all-21.smt2,Yices2
QF_NRA/hycomp/ball_count_2d_hill_simple.04.redlog_global_15.smt2,Yices2
QF_NRA/hycomp/ball_count_2d_hill.02.seq_lazy_lemmas_global_11.smt2,cvc5
QF_NRA/hycomp/ball_count_2d_slope.04.seq_lazy_global_13.smt2,cvc5
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0120.smt2,SMT-RAT
QF_NRA/hycomp/ball_count_2d_plain.02.seq_lazy_lemmas_global_10.smt2,Yices2
QF_NRA/meti-tarski/exp/problem/10/3/exp-problem-10-3-chunk-0137.smt2,SMT-RAT
QF_NRA/meti-tarski/polypaver/bench-sqrt-3d/polypaver-bench-sqrt-3d-chunk-0492.smt2,SMT-RAT
QF_NRA/meti-tarski/Chua/2/VC1/U/Chua-2-VC1-U-chunk-0107.smt2,SMT-RAT
QF_NRA/meti-tarski/CMOS/CMOS-opamp-chunk-0294.smt2,SMT-RAT
QF_NRA/meti-tarski/sin/problem/8/sin-problem-8-chunk-0062.smt2,SMT-RAT
QF_NRA/20200911-Pine/1599121886379408000.smt2,SMT-RAT
QF_NRA/meti-tarski/sin/problem/7/sin-problem-7-chunk-0307.smt2,SMT-RAT
QF_NRA/meti-tarski/Nichols-Plot/Inverted-Pendulum/Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0076.smt2,SMT-RAT
QF_NRA/meti-tarski/atan/problem/2/sqrt/weak/atan-problem-2-sqrt-weak-chunk-0061.smt2,SMT-RAT
QF_NRA/20161105-Sturm-MBO/mbo_E8E28.smt2,Yices2
QF_NRA/hycomp/ball_count_2d_slope.05.seq_lazy_global_9.smt2,cvc5
QF_NRA/hycomp/ball_count_1d_plain.04.seq_lazy_linear_enc_global_9.smt2,Yices2
QF_NRA/LassoRanker/CooperatingT2/polyrank7.t2.c_Iteration1_Loop_7-phaseTemplate.smt2,cvc5
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0643.smt2,SMT-RAT
QF_NRA/LassoRanker/SV-COMP/NoriSharma-2013FSE-Fig7_true-termination.c_Iteration1_Loop_5-phaseTemplate.smt2,cvc5
QF_NRA/hycomp/ball_count_2d_slope.01.seq_lazy_global_11.smt2,cvc5
QF_NRA/hycomp/ball_count_2d_slope.10.seq_lazy_lemmas_global_11.smt2,cvc5
QF_NRA/meti-tarski/atan/vega/3/weak/atan-vega-3-weak-chunk-0030.smt2,SMT-RAT
QF_NRA/20200911-Pine/1599121977052667000.smt2,SMT-RAT
QF_NRA/20161105-Sturm-MBO/mbo_E19E27.smt2,Yices2
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0373.smt2,SMT-RAT
QF_NRA/hycomp/ball_count_2d_hill.04.seq_lazy_linear_enc_lemmas_global_6.smt2,cvc5
QF_NRA/meti-tarski/exp/problem/10/2/exp-problem-10-2-chunk-0248.smt2,SMT-RAT
QF_NRA/meti-tarski/atan/vega/3/atan-vega-3-chunk-0310.smt2,SMT-RAT
QF_NRA/meti-tarski/exp/problem/10/2/exp-problem-10-2-chunk-0161.smt2,SMT-RAT
QF_NRA/zankl/matrix-4-all-25.smt2,SMTInterpol
QF_NRA/meti-tarski/atan/vega/3/atan-vega-3-chunk-0428.smt2,SMT-RAT
QF_NRA/LassoRanker/Ultimate/SyntaxSupportDisjunction4.bpl_Iteration1_Loop_4-pieceTemplate.smt2,cvc5
QF_NRA/hycomp/ball_count_2d_hill.03.seq_lazy_global_6.smt2,cvc5
QF_NRA/hycomp/ball_count_2d_hill_simple.10.seq_lazy_linear_enc_lemmas_global_6.smt2,Yices2
QF_NRA/hycomp/ball_count_2d_hill_simple.01.seq_lazy_linear_enc_global_15.smt2,Yices2
QF_NRA/hycomp/ball_count_2d_hill.04.seq_lazy_linear_enc_lemmas_global_14.smt2,cvc5
QF_NRA/meti-tarski/sin/344/3/sin-344-3-chunk-0034.smt2,SMT-RAT
QF_NRA/20200911-Pine/1599121904850228000.smt2,SMT-RAT
QF_NRA/hycomp/ball_count_2d_slope.03.seq_lazy_linear_enc_lemmas_global_10.smt2,cvc5
QF_NRA/meti-tarski/sin/problem/7/sin-problem-7-chunk-0214.smt2,SMT-RAT
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0231.smt2,SMT-RAT
QF_NRA/meti-tarski/atan/problem/2/weak2/atan-problem-2-weak2-chunk-0110.smt2,SMT-RAT
QF_NRA/20170501-Heizmann-UltimateInvariantSynthesis/ddlm2013.i_3_4_2.bpl_3.smt2,Z3-alpha
QF_NRA/meti-tarski/exp/problem/10/3/weak/exp-problem-10-3-weak-chunk-0064.smt2,SMT-RAT
QF_NRA/20220314-Uncu/Polynomial_Proof_Calls/ProveIneq_ISSAC05_SignPattern_1p_4m_1w_1p_p.smt2,SMT-RAT
QF_NRA/LassoRanker/SV-COMP/Masse_true-termination.c_Iteration1_Lasso_3-pieceTemplate.smt2,cvc5
QF_NRA/hycomp/ball_count_2d_hill_simple.04.qfree_global_14.smt2,Yices2
QF_NRA/meti-tarski/CMOS/CMOS-opamp-chunk-0172.smt2,SMT-RAT
QF_NRA/20161105-Sturm-MGC/mgc_09.smt2,Yices2
QF_NRA/LassoRanker/CooperatingT2/sas2.t2.c_Iteration6_Lasso_7-phaseTemplate.smt2,Z3-alpha
QF_NRA/hycomp/ball_count_2d_hill_simple.01.qfree_global_13.smt2,Yices2
QF_NRA/LassoRanker/SV-COMP/Toulouse-BranchesToLoop_true-termination.c_Iteration1_Lasso_2-pieceTemplate.smt2,cvc5
QF_NRA/20161105-Sturm-MBO/mbo_E18E24.smt2,Yices2
QF_NRA/meti-tarski/atan/problem/2/weak2/atan-problem-2-weak2-chunk-0093.smt2,SMT-RAT
QF_NRA/hycomp/ball_count_1d_plain.10.seq_lazy_global_15.smt2,Yices2
QF_NRA/meti-tarski/exp/problem/10/3/weak/exp-problem-10-3-weak-chunk-0040.smt2,SMT-RAT
QF_NRA/hycomp/ball_count_2d_slope.04.seq_lazy_lemmas_global_8.smt2,cvc5
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0626.smt2,SMT-RAT
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0578.smt2,SMT-RAT
QF_NRA/20200911-Pine/1599122159940883000.smt2,SMT-RAT
QF_NRA/kissing/kissing_2_7.smt2,Z3-alpha
QF_NRA/meti-tarski/sin/problem/7/sin-problem-7-chunk-0207.smt2,SMT-RAT
QF_NRA/LassoRanker/Ultimate/yPositive-SIscaled100.bpl_Iteration1_Loop_5-phaseTemplate.smt2,Z3-alpha
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0291.smt2,SMT-RAT
QF_NRA/20220314-Uncu/Polynomial_Proof_Calls/ProveIneq_ISSAC05_Bessack_4_1.smt2,Yices2
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0580.smt2,SMT-RAT
QF_NRA/20200911-Pine/1599121977140456000.smt2,SMT-RAT
QF_NRA/meti-tarski/CMOS/CMOS-opamp-chunk-0145.smt2,SMT-RAT
QF_NRA/meti-tarski/Chua/2/VC1/U/Chua-2-VC1-U-chunk-0029.smt2,SMT-RAT
QF_NRA/hycomp/ball_count_2d_hill_simple.10.seq_lazy_lemmas_global_9.smt2,Yices2
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0563.smt2,SMT-RAT
QF_NRA/meti-tarski/atan/problem/2/atan-problem-2-chunk-0082.smt2,SMT-RAT
QF_NRA/hycomp/ball_count_1d_plain.02.seq_lazy_linear_enc_global_10.smt2,Yices2
QF_NRA/zankl/matrix-4-all-3.smt2,SMTInterpol
QF_NRA/meti-tarski/exp/problem/10/2/exp-problem-10-2-chunk-0353.smt2,SMT-RAT
QF_NRA/meti-tarski/atan/vega/3/atan-vega-3-chunk-0430.smt2,SMT-RAT
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0173.smt2,SMT-RAT
QF_NRA/20161105-Sturm-MBO/mbo_E10E22.smt2,Yices2
QF_NRA/hycomp/ball_count_2d_hill.01.seq_lazy_lemmas_global_6.smt2,cvc5
QF_NRA/meti-tarski/sqrt/1mcosq/7/sqrt-1mcosq-7-chunk-0169.smt2,SMT-RAT
QF_NRA/20200911-Pine/1599121979237207000.smt2,SMT-RAT
QF_NRA/meti-tarski/sin/problem/7/weak2/sin-problem-7-weak2-chunk-0087.smt2,SMT-RAT
QF_NRA/LassoRanker/SV-COMP/LeeJonesBen-Amram-2001POPL-Ex4_true-termination.c_Iteration5_Loop_4-pieceTemplate.smt2,Z3-alpha
QF_NRA/meti-tarski/atan/vega/3/atan-vega-3-chunk-0348.smt2,SMT-RAT
QF_NRA/LassoRanker/SV-COMP/LarrazOliverasRodriguez-CarbonellRubio-2013FMCAD-Fig1_true-termination.c_Iteration2_Loop_4-pieceTemplate.smt2,cvc5
QF_NRA/hycomp/ball_count_2d_slope.10.seq_lazy_linear_enc_lemmas_global_11.smt2,cvc5
QF_NRA/20200911-Pine/1599121684285860000.smt2,SMT-RAT
QF_NRA/meti-tarski/sqrt/1mcosq/7/sqrt-1mcosq-7-chunk-0157.smt2,SMT-RAT
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0382.smt2,SMT-RAT
QF_NRA/hycomp/ball_count_2d_hill.01.seq_lazy_lemmas_global_7.smt2,cvc5
QF_NRA/meti-tarski/sqrt/1mcosq/7/sqrt-1mcosq-7-chunk-0147.smt2,SMT-RAT
QF_NRA/20200911-Pine/1599122159177336000.smt2,SMT-RAT
QF_NRA/hycomp/ball_count_2d_plain.04.seq_lazy_lemmas_global_15.smt2,Yices2
QF_NRA/meti-tarski/atan/problem/1/atan-problem-1-chunk-0069.smt2,SMT-RAT
QF_NRA/20161105-Sturm-MBO/mbo_E6.smt2,Yices2
QF_NRA/meti-tarski/Chua/1/VC1/L/Chua-1-VC1-L-chunk-0119.smt2,SMT-RAT
QF_NRA/zankl/matrix-5-all-15.smt2,SMTInterpol
QF_NRA/hycomp/ball_count_2d_slope.10.seq_lazy_lemmas_global_13.smt2,cvc5
QF_NRA/meti-tarski/Nichols-Plot/Inverted-Pendulum/Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0197.smt2,SMT-RAT
QF_NRA/20220314-Uncu/Rational_Function_Proof_Calls_With_Disjunctive_Denominator_Simplifications/DDC_ProveIneq_ISSAC05_Bessack_5_m1.smt2,Yices2
QF_NRA/hycomp/ball_count_2d_hill.10.seq_lazy_linear_enc_lemmas_global_15.smt2,cvc5
QF_NRA/LassoRanker/CooperatingT2/eric2.t2.c_Iteration8_Loop_3-pieceTemplate.smt2,Z3-alpha
QF_NRA/20161105-Sturm-MBO/mbo_E3E25.smt2,Yices2
QF_NRA/zankl/matrix-2-all-3.smt2,SMT-RAT
QF_NRA/hycomp/ball_count_2d_hill_simple.01.redlog_global_13.smt2,Yices2
QF_NRA/zankl/matrix-1-all-13.smt2,Yices2
QF_NRA/LassoRanker/CooperatingT2/nested.t2.c_Iteration3_Loop_3-pieceTemplate.smt2,cvc5
QF_NRA/meti-tarski/atan/problem/2/weak/atan-problem-2-weak-chunk-0157.smt2,SMT-RAT
QF_NRA/hycomp/ball_count_2d_plain.02.qfree_global_14.smt2,Yices2
QF_NRA/20161105-Sturm-MBO/mbo_E6E23.smt2,Yices2
QF_NRA/meti-tarski/atan/problem/2/weak/atan-problem-2-weak-chunk-0213.smt2,SMT-RAT
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0345.smt2,SMT-RAT
QF_NRA/hycomp/ball_count_2d_hill.05.seq_lazy_lemmas_global_15.smt2,cvc5
QF_NRA/kissing/kissing_2_5.smt2,Z3-alpha
QF_NRA/meti-tarski/sin/problem/8/sin-problem-8-chunk-0060.smt2,SMT-RAT
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0305.smt2,SMT-RAT
QF_NRA/hycomp/ball_count_2d_plain.03.seq_lazy_lemmas_global_12.smt2,Yices2
QF_NRA/hycomp/ball_count_2d_hill.04.redlog_global_5.smt2,cvc5
QF_NRA/meti-tarski/cbrt/3/weak/cbrt-problem-3-weak-chunk-0092.smt2,SMT-RAT
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0411.smt2,SMT-RAT
QF_NRA/meti-tarski/atan/problem/2/weak/atan-problem-2-weak-chunk-0207.smt2,SMT-RAT
QF_NRA/meti-tarski/sin/problem/8/weak/sin-problem-8-weak-chunk-0072.smt2,SMT-RAT
QF_NRA/hycomp/ball_count_2d_hill.02.redlog_global_6.smt2,cvc5
QF_NRA/hycomp/ball_count_1d_plain.01.seq_lazy_global_6.smt2,Yices2
QF_NRA/hycomp/ball_count_1d_plain.03.seq_lazy_linear_enc_lemmas_global_12.smt2,Yices2
QF_NRA/meti-tarski/exp/problem/10/3/exp-problem-10-3-chunk-0012.smt2,SMT-RAT
QF_NRA/kissing/kissing_4_22.smt2,Z3-alpha
QF_NRA/UltimateAutomizer/InVarSynth_s3_srvr_1b_true-unreach-call_false-termination.cil.c_Iteration1_0.smt2,Z3-alpha
QF_NRA/20200911-Pine/1599122164470280000.smt2,SMT-RAT
QF_NRA/meti-tarski/sin/344/3/sin-344-3-chunk-0052.smt2,SMT-RAT
QF_NRA/LassoRanker/Ultimate/Khartoum.bpl_Iteration1_Loop_3-pieceTemplate.smt2,cvc5
QF_NRA/meti-tarski/exp/problem/10/2/exp-problem-10-2-chunk-0132.smt2,SMT-RAT
QF_NRA/LassoRanker/SV-COMP/min_rf_true-termination.c_Iteration1_Lasso_3-pieceTemplate.smt2,Z3-alpha
QF_NRA/hycomp/ball_count_2d_hill.05.seq_lazy_linear_enc_global_6.smt2,cvc5
QF_NRA/hycomp/ball_count_2d_plain.01.seq_lazy_global_14.smt2,Yices2
QF_NRA/meti-tarski/exp/problem/10/3/exp-problem-10-3-chunk-0106.smt2,SMT-RAT
QF_NRA/20200911-Pine/1599121903168735000.smt2,SMT-RAT
QF_NRA/hycomp/simple_ballistics_reach.01.seq_lazy_global_14.smt2,SMT-RAT
QF_NRA/meti-tarski/atan/problem/2/weak/atan-problem-2-weak-chunk-0171.smt2,SMT-RAT
QF_NRA/LassoRanker/Ultimate/2013POPL-BenAmGen-Ex3.20.bpl_Iteration1_Loop_4-pieceTemplate.smt2,cvc5
QF_NRA/20200911-Pine/1599122162374274000.smt2,SMT-RAT
QF_NRA/hycomp/ball_count_2d_plain.05.qfree_global_15.smt2,Yices2
QF_NRA/LassoRanker/Ultimate/CookSeeZuleger-2013TACAS-Fig3.bpl_Iteration1_Loop_4-pieceTemplate.smt2,cvc5
QF_NRA/meti-tarski/sqrt/problem/13/sqrt1/sqrt-problem-13-sqrt1-chunk-0075.smt2,SMT-RAT
QF_NRA/zankl/matrix-2-all-4.smt2,SMT-RAT
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0381.smt2,SMT-RAT
QF_NRA/hycomp/ball_count_1d_plain.01.seq_lazy_linear_enc_global_6.smt2,Yices2
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0117.smt2,SMT-RAT
QF_NRA/meti-tarski/sin/problem/10/sin-problem-10-2-chunk-0026.smt2,Yices2
QF_NRA/hycomp/simple_ballistics_reach.01.seq_lazy_linear_enc_lemmas_global_11.smt2,cvc5
QF_NRA/hycomp/ball_count_2d_plain.01.redlog_global_6.smt2,Yices2
QF_NRA/20161105-Sturm-MBO/mbo_E1E20.smt2,Yices2
QF_NRA/hycomp/ball_count_2d_hill_simple.10.qfree_global_13.smt2,Yices2
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0283.smt2,SMT-RAT
QF_NRA/meti-tarski/Chua/1/IL/L/Chua-1-IL-L-chunk-0119.smt2,SMT-RAT
QF_NRA/meti-tarski/sqrt/1mcosq/7/sqrt-1mcosq-7-chunk-0188.smt2,SMT-RAT
QF_NRA/hycomp/ball_count_1d_plain.01.redlog_global_8.smt2,Yices2
QF_NRA/20200911-Pine/1599121901164798000.smt2,SMT-RAT
QF_NRA/20200911-Pine/1599122163190413000.smt2,SMT-RAT
QF_NRA/hycomp/ball_count_2d_plain.04.redlog_global_8.smt2,Yices2
QF_NRA/meti-tarski/sin/344/3/sin-344-3-chunk-0063.smt2,SMT-RAT
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0383.smt2,SMT-RAT
